Unnamed: 0,Model,Price,Rating,Generation,Core,Ram,SSD,Display,Graphics,OS,Warranty
709,HP ZBook Studio G9 WUXGA 16 Workstation Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹3,73,192",,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,16 inches,16 GB NVIDIA GeForce RTX 3080 Ti ,Windows 11 OS,1 Year Warranty
710,HP ZBook Studio G9 16 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),"₹2,92,347",,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",6 GB NVIDIA GeForce RTX 3060,Windows 11 OS,1 Year Warranty
711,HP ZBook Firefly 14 G9 WUXGA Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 ),"₹1,11,422",62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xᵉ Graphics,Windows 11 OS,1 Year Warranty
712,HP ZBook Firefly 14 G9 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ),"₹96,700",60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xᵉ Graphics,Windows 11 OS,1 Year Warranty
713,HP ZBook Studio G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,61,921",,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GeForce RTX 3070 Ti ,Windows 11 OS,1 Year Warranty
714,HP ZBook Studio G9 2023 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),"₹3,90,914",,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",12 GB NVIDIA GeForce RTX 3080 Ti,Windows 11 OS,1 Year Warranty
715,HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),"₹30,990",,Intel Pentium Silver   N6000 ,"Quad Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",Intel Integrated UHD Graphics,Windows 11  OS,1 Year Warranty
716,HP ZBook Studio G9 Workstation WQUXGA Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹2,46,815",,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",6 GB NVIDIA GeForce RTX 3060,Windows 11 OS,1 Year Warranty
717,LG UltraPC 16 ‎16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),"₹78,299",69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels, Touch Screen",AMD Radeon 7 Graphics,Windows 11 OS,1 Year Warranty
718,LG Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,17,899",66.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1200 x 1920 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
719,HP ZBook Studio G9 Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,78,103",,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",8 GB NVIDIA GeForce RTX 3070 Ti ,Windows 11 OS,1 Year Warranty
720,Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹22,490",,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4  RAM,256 GB SSD,"11.6 inches, 1366 x 768 pixels",Intel UHD Graphics 600,Windows 11 OS,1 Year Warranty
721,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,990",64.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty
722,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹99,990",71.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA Geforce RTX 4060,Windows 11 OS,1 Year Warranty
723,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹89,990",66.0,6th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"14 inches, 2560 x 1600 pixels",6 GB NVIDIA GeForce RTX 3050 ,Windows 11 OS,1 Year Warranty
724,LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,52,499",73.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"16 inches, 1600 x 2560 pixels, Touch Screen",Intel Iris Xe Graphics ,Windows 11 OS,1 Year Warranty
725,Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),"₹61,990",56.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
726,HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),"₹23,940",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",AMD Radeon Graphics,DOS OS,1 Year Warranty
727,Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹58,990",60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
728,Dell Vostro 5630 IN5630P8YRR001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹78,980",62.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1080 pixels",Intel Iris Xe,Windows 11  OS,1 Year Warranty
729,Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹70,790",59.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
730,Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹86,730",62.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
731,Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),"₹66,990",59.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5X RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty
732,Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹47,450",56.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,2 Year Warranty
733,MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",62.0,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2 Year Warranty
734,Lenovo ThinkPad E14 21JRS00Y00 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",56.0,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8 GB DDR4  RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty
735,Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹52,000",65.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GTX 1650,Windows 11 OS,1 Year Warranty
736,MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹41,990",62.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,2 Year Warranty
737,Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),"₹31,800",56.0,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,DOS OS,1 Year Warranty
738,Lenovo ThinkPad T14 Gen 2 20W0S16Q00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),"₹96,999",64.0,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",2 GB NVIDIA GeForce MX450,Windows 11 OS,1 Year Warranty
739,Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,990",62.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty
740,Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),"₹69,345",60.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB DDR4  RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty
741,Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹58,990",60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
742,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),"₹26,490",,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,"14 inches, 1366 x 768 pixels",Intel Integrated UHD,Windows 11 OS,1 Year Warranty
743,Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹64,990",57.0,13th Gen ‎Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
744,HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹78,490",62.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS,1 Year Warranty
745,Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹43,990",53.0,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,Windows 11 OS,1 Year Warranty
746,HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹88,490",62.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty
747,HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹95,990",62.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty
748,HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹86,490",63.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS,1 Year Warranty
749,HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),"₹85,600",66.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS,1 Year Warranty
750,Acer Aspire Lite AL15-51 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹30,990",54.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics ,Windows 11 OS,1 Year Warranty
751,HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),"₹48,990",56.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty
752,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹48,990",56.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
753,HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹82,990",68.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
754,Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),"₹58,490",52.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel UHD Graphics,Windows 11 OS,1 Year Warranty
755,HP 14-em0025AU Laptop (AMD Ryzen  3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹36,990",53.0,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty
756,HP Pavilion Plus ‎14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),"₹98,990",66.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty
757,Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),"₹67,990",66.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty
758,Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹53,990",62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Iris Xe Graphics,Windows 11 OS,1 Year Warranty
759,Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹65,750",63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty
760,Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹51,290",61.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4  RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty
761,Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹72,990",64.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1 Year Warranty
762,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹32,390",55.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics ,Windows 11 OS,1 Year Warranty
763,MSI Stealth 15 A13VF-074IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,71,990",74.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 2560 x 1440 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2 Year Warranty
764,Infinix Zerobook 13 ZL513 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),"₹59,990",54.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5X RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty
765,HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,17,000",65.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris X Graphics,Windows 11 OS,1 Year Warranty
766,Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),"₹44,890",51.0,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty
767,HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹45,490",50.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty
768,HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹55,490",57.0,5th Gen AMD Ryzen 7   5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Radeon,Windows 11 OS,1 Year Warranty
769,HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹44,437",54.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty
770,Lenovo Ideapad Flex 5i 14IAU7 82R70067IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹58,400",60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated UHD,Windows 11 OS,1 Year Warranty
771,HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,09,990",64.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris X Graphics,Windows 11 OS,1 Year Warranty
772,‎HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),"₹1,15,558",68.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",16 GB DDR5 RAM,1 TB Hard Disk,4 GB ‎NVIDIA Quadro T600,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
773,‎HP Zbook Power G4-A ZHAN 99 2023 Laptop (AMD Ryzen 5 6600H/ 32GB/ 1TB SSD/ Win11/ 4GB Graph),"₹1,37,134",70.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",32 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB ‎NVIDIA Quadro T600,Windows 11 OS,1 Year Warranty
774,HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),"₹47,990",56.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty
775,Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹24,990",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty
776,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,45,999",79.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"14 inches, 2560 x 1600 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,1 Year Warranty
777,Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),"₹52,990",65.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty
778,Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹84,899",53.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty
779,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),"₹46,400",59.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,DOS OS,1 Year Warranty
780,Ninkear A16 Gaming Laptop (AMD Ryzen 7 7735HS/ 32 GB RAM/ 2 TB SSD/ Win 11),"₹79,999",73.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",32 GB DDR5 RAM,2 TB SSD,"16 inches, 2560 x 1600 pixels",AMD Radeon 680M,Windows 11 OS,1 Year Warranty
781,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,590",63.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1 Year Warranty
782,Lenovo IdeaPad Gaming 3 15IHU6 82K101M5IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹54,990",64.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1 Year Warranty
